"state","Undecided","Other","poll_id","pollster","start_date","end_date","sample_subpopulation","sample_size","mode","partisanship","partisan_affiliation","reppoll","dempoll","libpoll","threepoll","grepoll","repres","demres","libres","greres","daystoelection","perrep","perdem","perind","permultiracial","perwhite","perblack","perindig","perasian","perpacific","perother","perlatinx","popcit18plus","percit18plusmale","percit18plusfem","medage","perhsplus","perugplus","unemp","medhhincome","per2034","per3554","per5564","per65plus","singledadfam","singlemomfam","vets","bornstateres","forborncit","noneng","spanish","nonengsp","nonsplang","splang","forlang","meanhhincome","perfoodstamp","percapitainc","medearngap","perhealthins","perbelowpov","minblack","minlatinx","minother","femdomcit18plus","femdom","gunbckcheck","evangelical_pop","vepvotingrate","wideo","citi6013","w_gayrights_employment_discrimit","giexorder","gilaw","giexorder_law","soexorder","solaw","soexorder_law","guncontrol_assaultweapon_ban","guncontrol_opencarry","labor_minwage_abovefed","regulation_physician_suicide","earned_income_taxcredit","x_tax_rate_rich","x_top_corporateincometaxrate","genderrights_era_ratification","genderrights_state_eras","genrights_genddiscrim_post1964","statemin","employ_pop","pctwomenearn","death_penalty","w_ec_access","abortion_consent_1992_2014","w_abortion_parental_notice_1983_","abortion_medicaid","demties","repties","libties","libties2","greties","greties2"
"AZ",0.04,0.04,15230,"YouGov",2012-09-07,2012-09-14,"Likely Voters",628,"Internet","Nonpartisan","None",0.51,0.41,0,0,0,0.536545331659747,0.445897669417994,0.0139610499753398,0.00339936344570891,53,40,39,21,3.3,80.3,5.5,5.5,4.1,0.4,7.8,30.7,4710448,49.2,50.8,37.4,86.1,27.7,6.9,51492,20.4,24.7,11.9,16.4,5.6,12.5,9.4,39.2,41.6,27.1,20.6,6.5,0,1,2,70638,13,26721,7337,89.2,17.4,0,1,0,1,1,155322,39.900002,0.51,-0.213788643,45.44423,0,0,0,0,0,0,0,0,1,0,0,0,7,6.5,0,0,0,6.25,0.73193725,88.52,0,0,1,2,0,0,0,0,0,0,0
"AZ",0.04,0,14970,"PPP (D-League of Conservation Voters)",2012-09-07,2012-09-09,"Likely Voters",993,"Automated Phone","Sponsor","Dem",0.53,0.44,0,0,0,0.536545331659747,0.445897669417994,0.0139610499753398,0.00339936344570891,58,40,39,21,3.3,80.3,5.5,5.5,4.1,0.4,7.8,30.7,4710448,49.2,50.8,37.4,86.1,27.7,6.9,51492,20.4,24.7,11.9,16.4,5.6,12.5,9.4,39.2,41.6,27.1,20.6,6.5,0,1,2,70638,13,26721,7337,89.2,17.4,0,1,0,1,1,155322,39.900002,0.51,-0.213788643,45.44423,0,0,0,0,0,0,0,0,1,0,0,0,7,6.5,0,0,0,6.25,0.73193725,88.52,0,0,1,2,0,0,0,0,0,0,0
"AZ",0.07,0,14523,"PPP (D-League of Conservation Voters)",2012-07-23,2012-07-25,"Likely Voters",833,"Automated Phone","Sponsor","Dem",0.52,0.41,0,0,0,0.536545331659747,0.445897669417994,0.0139610499753398,0.00339936344570891,104,40,39,21,3.3,80.3,5.5,5.5,4.1,0.4,7.8,30.7,4710448,49.2,50.8,37.4,86.1,27.7,6.9,51492,20.4,24.7,11.9,16.4,5.6,12.5,9.4,39.2,41.6,27.1,20.6,6.5,0,1,2,70638,13,26721,7337,89.2,17.4,0,1,0,1,1,155322,39.900002,0.51,-0.213788643,45.44423,0,0,0,0,0,0,0,0,1,0,0,0,7,6.5,0,0,0,6.25,0.73193725,88.52,0,0,1,2,0,0,0,0,0,0,0
"AZ",0.02,0.03,14196,"Rasmussen",2012-06-26,2012-06-26,"Likely Voters",500,"Automated Phone","Nonpartisan","None",0.54,0.41,0,0,0,0.536545331659747,0.445897669417994,0.0139610499753398,0.00339936344570891,133,40,39,21,3.3,80.3,5.5,5.5,4.1,0.4,7.8,30.7,4710448,49.2,50.8,37.4,86.1,27.7,6.9,51492,20.4,24.7,11.9,16.4,5.6,12.5,9.4,39.2,41.6,27.1,20.6,6.5,0,1,2,70638,13,26721,7337,89.2,17.4,0,1,0,1,1,155322,39.900002,0.51,-0.213788643,45.44423,0,0,0,0,0,0,0,0,1,0,0,0,7,6.5,0,0,0,6.25,0.73193725,88.52,0,0,1,2,0,0,0,0,0,0,0
"AZ",0.05,0,14127,"PPP (D)",2012-06-04,2012-06-05,"Likely Voters",791,"Automated Phone","Pollster","Dem",0.49,0.46,0,0,0,0.536545331659747,0.445897669417994,0.0139610499753398,0.00339936344570891,154,40,39,21,3.3,80.3,5.5,5.5,4.1,0.4,7.8,30.7,4710448,49.2,50.8,37.4,86.1,27.7,6.9,51492,20.4,24.7,11.9,16.4,5.6,12.5,9.4,39.2,41.6,27.1,20.6,6.5,0,1,2,70638,13,26721,7337,89.2,17.4,0,1,0,1,1,155322,39.900002,0.51,-0.213788643,45.44423,0,0,0,0,0,0,0,0,1,0,0,0,7,6.5,0,0,0,6.25,0.73193725,88.52,0,0,1,2,0,0,0,0,0,0,0
"AZ",0.08,0,13883,"PPP (D)",2012-05-17,2012-05-20,"Registered Voters",500,"Automated Phone","Pollster","Dem",0.5,0.43,0,0,0,0.536545331659747,0.445897669417994,0.0139610499753398,0.00339936344570891,170,40,39,21,3.3,80.3,5.5,5.5,4.1,0.4,7.8,30.7,4710448,49.2,50.8,37.4,86.1,27.7,6.9,51492,20.4,24.7,11.9,16.4,5.6,12.5,9.4,39.2,41.6,27.1,20.6,6.5,0,1,2,70638,13,26721,7337,89.2,17.4,0,1,0,1,1,155322,39.900002,0.51,-0.213788643,45.44423,0,0,0,0,0,0,0,0,1,0,0,0,7,6.5,0,0,0,6.25,0.73193725,88.52,0,0,1,2,0,0,0,0,0,0,0
"AZ",0.05,0,13685,"Magellan (R)",2012-04-30,2012-05-02,"Likely Voters",909,"Automated Phone","Pollster","Rep",0.52,0.43,0,0,0,0.536545331659747,0.445897669417994,0.0139610499753398,0.00339936344570891,188,40,39,21,3.3,80.3,5.5,5.5,4.1,0.4,7.8,30.7,4710448,49.2,50.8,37.4,86.1,27.7,6.9,51492,20.4,24.7,11.9,16.4,5.6,12.5,9.4,39.2,41.6,27.1,20.6,6.5,0,1,2,70638,13,26721,7337,89.2,17.4,0,1,0,1,1,155322,39.900002,0.51,-0.213788643,45.44423,0,0,0,0,0,0,0,0,1,0,0,0,7,6.5,0,0,0,6.25,0.73193725,88.52,0,0,1,2,0,0,0,0,0,0,0
"AZ",0.18,0,13605,"ASU - Merrill/Morrison Institute",2012-04-10,2012-04-20,"Registered Voters",488,"Live Phone","Nonpartisan","None",0.42,0.4,0,0,0,0.536545331659747,0.445897669417994,0.0139610499753398,0.00339936344570891,200,40,39,21,3.3,80.3,5.5,5.5,4.1,0.4,7.8,30.7,4710448,49.2,50.8,37.4,86.1,27.7,6.9,51492,20.4,24.7,11.9,16.4,5.6,12.5,9.4,39.2,41.6,27.1,20.6,6.5,0,1,2,70638,13,26721,7337,89.2,17.4,0,1,0,1,1,155322,39.900002,0.51,-0.213788643,45.44423,0,0,0,0,0,0,0,0,1,0,0,0,7,6.5,0,0,0,6.25,0.73193725,88.52,0,0,1,2,0,0,0,0,0,0,0
"AZ",0.18,0,13613,"Behavior Research Center",2012-04-09,2012-04-17,"Registered Voters",511,"Live Phone","Nonpartisan","None",0.4,0.42,0,0,0,0.536545331659747,0.445897669417994,0.0139610499753398,0.00339936344570891,203,40,39,21,3.3,80.3,5.5,5.5,4.1,0.4,7.8,30.7,4710448,49.2,50.8,37.4,86.1,27.7,6.9,51492,20.4,24.7,11.9,16.4,5.6,12.5,9.4,39.2,41.6,27.1,20.6,6.5,0,1,2,70638,13,26721,7337,89.2,17.4,0,1,0,1,1,155322,39.900002,0.51,-0.213788643,45.44423,0,0,0,0,0,0,0,0,1,0,0,0,7,6.5,0,0,0,6.25,0.73193725,88.52,0,0,1,2,0,0,0,0,0,0,0
"AZ",0.02,0.07,13221,"Rasmussen",2012-03-13,2012-03-13,"Likely Voters",500,"Automated Phone","Nonpartisan","None",0.51,0.4,0,0,0,0.536545331659747,0.445897669417994,0.0139610499753398,0.00339936344570891,238,40,39,21,3.3,80.3,5.5,5.5,4.1,0.4,7.8,30.7,4710448,49.2,50.8,37.4,86.1,27.7,6.9,51492,20.4,24.7,11.9,16.4,5.6,12.5,9.4,39.2,41.6,27.1,20.6,6.5,0,1,2,70638,13,26721,7337,89.2,17.4,0,1,0,1,1,155322,39.900002,0.51,-0.213788643,45.44423,0,0,0,0,0,0,0,0,1,0,0,0,7,6.5,0,0,0,6.25,0.73193725,88.52,0,0,1,2,0,0,0,0,0,0,0
"AZ",0.15,0,12990,"NBC/Marist",2012-02-19,2012-02-20,"Registered Voters",1265,"Live Phone","Nonpartisan","None",0.45,0.4,0,0,0,0.536545331659747,0.445897669417994,0.0139610499753398,0.00339936344570891,260,40,39,21,3.3,80.3,5.5,5.5,4.1,0.4,7.8,30.7,4710448,49.2,50.8,37.4,86.1,27.7,6.9,51492,20.4,24.7,11.9,16.4,5.6,12.5,9.4,39.2,41.6,27.1,20.6,6.5,0,1,2,70638,13,26721,7337,89.2,17.4,0,1,0,1,1,155322,39.900002,0.51,-0.213788643,45.44423,0,0,0,0,0,0,0,0,1,0,0,0,7,6.5,0,0,0,6.25,0.73193725,88.52,0,0,1,2,0,0,0,0,0,0,0
"AZ",0.06,0,12966,"PPP (D)",2012-02-17,2012-02-19,"Registered Voters",743,"Automated Phone","Pollster","Dem",0.47,0.47,0,0,0,0.536545331659747,0.445897669417994,0.0139610499753398,0.00339936344570891,261,40,39,21,3.3,80.3,5.5,5.5,4.1,0.4,7.8,30.7,4710448,49.2,50.8,37.4,86.1,27.7,6.9,51492,20.4,24.7,11.9,16.4,5.6,12.5,9.4,39.2,41.6,27.1,20.6,6.5,0,1,2,70638,13,26721,7337,89.2,17.4,0,1,0,1,1,155322,39.900002,0.51,-0.213788643,45.44423,0,0,0,0,0,0,0,0,1,0,0,0,7,6.5,0,0,0,6.25,0.73193725,88.52,0,0,1,2,0,0,0,0,0,0,0
"AZ",0.2,0,12520,"Behavior Research Center",2012-01-05,2012-01-09,"Registered Voters",553,"Live Phone","Nonpartisan","None",0.43,0.37,0,0,0,0.536545331659747,0.445897669417994,0.0139610499753398,0.00339936344570891,302,40,39,21,3.3,80.3,5.5,5.5,4.1,0.4,7.8,30.7,4710448,49.2,50.8,37.4,86.1,27.7,6.9,51492,20.4,24.7,11.9,16.4,5.6,12.5,9.4,39.2,41.6,27.1,20.6,6.5,0,1,2,70638,13,26721,7337,89.2,17.4,0,1,0,1,1,155322,39.900002,0.51,-0.213788643,45.44423,0,0,0,0,0,0,0,0,1,0,0,0,7,6.5,0,0,0,6.25,0.73193725,88.52,0,0,1,2,0,0,0,0,0,0,0
"AR",0.11,0,16105,"U of Arkansas",2012-10-09,2012-10-14,"Likely Voters",642,"Live Phone","Nonpartisan","None",0.58,0.31,0,0,0,0.605669360841091,0.368789903017201,0.015218781674627,0.00870058758186313,23,46,38,16,2.2,79.5,16.6,1.6,1.8,0.3,2.4,7,2185724,48.2,51.8,37.9,85.4,21.8,5.8,41995,19.6,25.2,12.6,16.1,4.4,13.1,9.1,61.7,33.1,7.3,5.2,2.1,0,1,2,59275,13.7,23589,8567,90.5,19.1,1,0,0,1,1,232529,18.1,0.53,-0.173709169,29.77492,0,0,0,0,1,0,1,0,1,1,0,0,4.34,6.5,0,0,1,7.9,0.74469575,84,0,0,1,2,1,0,0,0,0,0,0
"AR",0.07,0,15292,"Hendrix College",2012-09-17,2012-09-17,"Likely Voters",2228,"Automated Phone","Nonpartisan","None",0.56,0.35,0,0,0,0.605669360841091,0.368789903017201,0.015218781674627,0.00870058758186313,50,46,38,16,2.2,79.5,16.6,1.6,1.8,0.3,2.4,7,2185724,48.2,51.8,37.9,85.4,21.8,5.8,41995,19.6,25.2,12.6,16.1,4.4,13.1,9.1,61.7,33.1,7.3,5.2,2.1,0,1,2,59275,13.7,23589,8567,90.5,19.1,1,0,0,1,1,232529,18.1,0.53,-0.173709169,29.77492,0,0,0,0,1,0,1,0,1,1,0,0,4.34,6.5,0,0,1,7.9,0.74469575,84,0,0,1,2,1,0,0,0,0,0,0
"AR",0.11,0,13437,"Hendrix College",2012-03-26,2012-03-26,"Likely Voters",759,"Automated Phone","Nonpartisan","None",0.57,0.33,0,0,0,0.605669360841091,0.368789903017201,0.015218781674627,0.00870058758186313,225,46,38,16,2.2,79.5,16.6,1.6,1.8,0.3,2.4,7,2185724,48.2,51.8,37.9,85.4,21.8,5.8,41995,19.6,25.2,12.6,16.1,4.4,13.1,9.1,61.7,33.1,7.3,5.2,2.1,0,1,2,59275,13.7,23589,8567,90.5,19.1,1,0,0,1,1,232529,18.1,0.53,-0.173709169,29.77492,0,0,0,0,1,0,1,0,1,1,0,0,4.34,6.5,0,0,1,7.9,0.74469575,84,0,0,1,2,1,0,0,0,0,0,0
"CA",0.02,0.03,16569,"YouGov",2012-10-31,2012-11-03,"Likely Voters",1575,"Internet","Nonpartisan","None",0.4,0.55,0,0,0,0.371203785207048,0.602389591416896,0.0109844294766894,0.00656806314384571,3,30,49,21,4.5,64.6,6.9,1.8,16.1,0.8,14.6,38.8,25002812,49,51,36.2,82.2,32.3,7.3,64500,22.3,26.7,11.8,13.3,6,13.3,5.5,54.8,49.7,44.6,29.1,15.5,0,1,2,91757,9.7,31587,7227,91.4,15.3,0,1,0,1,1,778802,11.5,0.55,-0.042022485,57.35839,2,0,1,1,1,1,1,1,0,1,0,0,13.04,8.84,1,1,1,9,0.746915,89.94,0,2,0,0,1,0,0,0,1,0,0
"CA",0.05,0.02,16496,"Field/UC Berkeley",2012-10-17,2012-10-30,"Likely Voters",1566,"Live Phone","Nonpartisan","None",0.39,0.54,0,0,0,0.371203785207048,0.602389591416896,0.0109844294766894,0.00656806314384571,7,30,49,21,4.5,64.6,6.9,1.8,16.1,0.8,14.6,38.8,25002812,49,51,36.2,82.2,32.3,7.3,64500,22.3,26.7,11.8,13.3,6,13.3,5.5,54.8,49.7,44.6,29.1,15.5,0,1,2,91757,9.7,31587,7227,91.4,15.3,0,1,0,1,1,778802,11.5,0.55,-0.042022485,57.35839,2,0,1,1,1,1,1,1,0,1,0,0,13.04,8.84,1,1,1,9,0.746915,89.94,0,2,0,0,1,0,0,0,1,0,0
"CA",0.07,0.04,16376,"CBRT/Pepperdine/M4",2012-10-21,2012-10-28,"Likely Voters",2115,"Internet","Nonpartisan","None",0.33,0.56,0,0,0,0.371203785207048,0.602389591416896,0.0109844294766894,0.00656806314384571,9,30,49,21,4.5,64.6,6.9,1.8,16.1,0.8,14.6,38.8,25002812,49,51,36.2,82.2,32.3,7.3,64500,22.3,26.7,11.8,13.3,6,13.3,5.5,54.8,49.7,44.6,29.1,15.5,0,1,2,91757,9.7,31587,7227,91.4,15.3,0,1,0,1,1,778802,11.5,0.55,-0.042022485,57.35839,2,0,1,1,1,1,1,1,0,1,0,0,13.04,8.84,1,1,1,9,0.746915,89.94,0,2,0,0,1,0,0,0,1,0,0
"CA",0.02,0,16136,"USC/LATimes",2012-10-15,2012-10-21,"Likely Voters",1440,"Live Phone","Pollster","Dem",0.39,0.55,0,0,0,0.371203785207048,0.602389591416896,0.0109844294766894,0.00656806314384571,16,30,49,21,4.5,64.6,6.9,1.8,16.1,0.8,14.6,38.8,25002812,49,51,36.2,82.2,32.3,7.3,64500,22.3,26.7,11.8,13.3,6,13.3,5.5,54.8,49.7,44.6,29.1,15.5,0,1,2,91757,9.7,31587,7227,91.4,15.3,0,1,0,1,1,778802,11.5,0.55,-0.042022485,57.35839,2,0,1,1,1,1,1,1,0,1,0,0,13.04,8.84,1,1,1,9,0.746915,89.94,0,2,0,0,1,0,0,0,1,0,0
"CA",0.04,0.02,16165,"PPIC",2012-10-14,2012-10-21,"Likely Voters",993,"Live Phone","Nonpartisan","None",0.41,0.53,0,0,0,0.371203785207048,0.602389591416896,0.0109844294766894,0.00656806314384571,16,30,49,21,4.5,64.6,6.9,1.8,16.1,0.8,14.6,38.8,25002812,49,51,36.2,82.2,32.3,7.3,64500,22.3,26.7,11.8,13.3,6,13.3,5.5,54.8,49.7,44.6,29.1,15.5,0,1,2,91757,9.7,31587,7227,91.4,15.3,0,1,0,1,1,778802,11.5,0.55,-0.042022485,57.35839,2,0,1,1,1,1,1,1,0,1,0,0,13.04,8.84,1,1,1,9,0.746915,89.94,0,2,0,0,1,0,0,0,1,0,0
"CA",0.05,0.04,15948,"Reason/Rupe",2012-10-11,2012-10-15,"Likely Voters",508,"Live Phone","Nonpartisan","None",0.38,0.53,0,0,0,0.371203785207048,0.602389591416896,0.0109844294766894,0.00656806314384571,22,30,49,21,4.5,64.6,6.9,1.8,16.1,0.8,14.6,38.8,25002812,49,51,36.2,82.2,32.3,7.3,64500,22.3,26.7,11.8,13.3,6,13.3,5.5,54.8,49.7,44.6,29.1,15.5,0,1,2,91757,9.7,31587,7227,91.4,15.3,0,1,0,1,1,778802,11.5,0.55,-0.042022485,57.35839,2,0,1,1,1,1,1,1,0,1,0,0,13.04,8.84,1,1,1,9,0.746915,89.94,0,2,0,0,1,0,0,0,1,0,0
"CA",0.01,0.02,15849,"YouGov",2012-10-04,2012-10-11,"Likely Voters",1169,"Internet","Nonpartisan","None",0.39,0.58,0,0,0,0.371203785207048,0.602389591416896,0.0109844294766894,0.00656806314384571,26,30,49,21,4.5,64.6,6.9,1.8,16.1,0.8,14.6,38.8,25002812,49,51,36.2,82.2,32.3,7.3,64500,22.3,26.7,11.8,13.3,6,13.3,5.5,54.8,49.7,44.6,29.1,15.5,0,1,2,91757,9.7,31587,7227,91.4,15.3,0,1,0,1,1,778802,11.5,0.55,-0.042022485,57.35839,2,0,1,1,1,1,1,1,0,1,0,0,13.04,8.84,1,1,1,9,0.746915,89.94,0,2,0,0,1,0,0,0,1,0,0
"CA",0.09,0.04,15722,"CBRT/Pepperdine/M4",2012-10-07,2012-10-10,"Likely Voters",830,"Internet","Nonpartisan","None",0.33,0.54,0,0,0,0.371203785207048,0.602389591416896,0.0109844294766894,0.00656806314384571,27,30,49,21,4.5,64.6,6.9,1.8,16.1,0.8,14.6,38.8,25002812,49,51,36.2,82.2,32.3,7.3,64500,22.3,26.7,11.8,13.3,6,13.3,5.5,54.8,49.7,44.6,29.1,15.5,0,1,2,91757,9.7,31587,7227,91.4,15.3,0,1,0,1,1,778802,11.5,0.55,-0.042022485,57.35839,2,0,1,1,1,1,1,1,0,1,0,0,13.04,8.84,1,1,1,9,0.746915,89.94,0,2,0,0,1,0,0,0,1,0,0
"CA",0.04,0.04,15694,"SurveyUSA",2012-10-07,2012-10-09,"Likely Voters",539,"IVR/Online","Nonpartisan","None",0.39,0.53,0,0,0,0.371203785207048,0.602389591416896,0.0109844294766894,0.00656806314384571,28,30,49,21,4.5,64.6,6.9,1.8,16.1,0.8,14.6,38.8,25002812,49,51,36.2,82.2,32.3,7.3,64500,22.3,26.7,11.8,13.3,6,13.3,5.5,54.8,49.7,44.6,29.1,15.5,0,1,2,91757,9.7,31587,7227,91.4,15.3,0,1,0,1,1,778802,11.5,0.55,-0.042022485,57.35839,2,0,1,1,1,1,1,1,0,1,0,0,13.04,8.84,1,1,1,9,0.746915,89.94,0,2,0,0,1,0,0,0,1,0,0
